;Number of cuts;Length of X;K fold;Neighbors;Train error;Train var. error;Train bias error;Train list errors;Test error;Test var. error;Test bias error;Test list errors
229;7;60;6;100;0.7172506666666667;8.661808888889146e-07;0.8469060163239943;[0.715817, 0.718055, 0.717168, 0.717833, 0.716281, 0.71835];0.7503233333333333;4.2284375222222214e-05;0.8661876522775599;[0.749169, 0.739098, 0.759793, 0.750554, 0.747598, 0.755728]
230;7;60;6;200;0.740186;1.7313346666666279e-06;0.8603396240237534;[0.741463, 0.741852, 0.739265, 0.741039, 0.738379, 0.739118];0.7609783333333334;6.82003132222221e-05;0.8723016296099138;[0.75471, 0.76238, 0.763119, 0.766075, 0.746859, 0.772727]
231;7;60;7;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5232501428571429;2.4269050693877492e-05;0.7233435378894658;[0.519828, 0.522414, 0.523707, 0.51681, 0.533851, 0.521777, 0.524364]
232;7;60;7;3;0.3202254285714286;8.455113102040796e-06;0.5658771717063046;[0.319178, 0.322699, 0.322986, 0.32234, 0.314269, 0.321526, 0.31858];0.6262244285714286;2.6505552816326564e-05;0.7913266853952369;[0.62069, 0.633621, 0.622414, 0.625, 0.632169, 0.620095, 0.629582]
233;7;60;7;5;0.4143211428571429;4.617537551020423e-06;0.6436742385085734;[0.410864, 0.413379, 0.415391, 0.415248, 0.414715, 0.412559, 0.418092];0.6525838571428572;8.899408212244872e-05;0.8077715413783372;[0.637931, 0.668103, 0.656466, 0.646552, 0.661492, 0.650712, 0.646831]
234;7;60;7;20;0.608723;5.74462485714278e-06;0.7802033423250267;[0.611626, 0.609255, 0.605878, 0.610189, 0.604469, 0.609211, 0.610433];0.7072744285714287;5.0151686530612526e-05;0.840966275711992;[0.7, 0.701724, 0.707328, 0.705603, 0.723157, 0.708926, 0.704183]
235;7;60;7;50;0.6744165714285714;1.160405595918365e-05;0.8212216310915172;[0.67184, 0.678882, 0.670188, 0.677445, 0.670211, 0.67754, 0.67481];0.7320935714285713;2.240175538775503e-05;0.8556115764020398;[0.727155, 0.731466, 0.731897, 0.736207, 0.740405, 0.732212, 0.725313]
236;7;60;7;100;0.714387;4.5332822857142905e-06;0.8452114923010183;[0.713947, 0.714594, 0.71366, 0.712007, 0.712602, 0.71483, 0.719069];0.7499538571428571;1.8631401265306103e-05;0.8659880055414115;[0.754741, 0.750862, 0.744828, 0.749138, 0.756792, 0.744286, 0.74903]
237;7;60;7;200;0.7401410000000002;5.309021714285638e-06;0.8603113918682501;[0.739312, 0.743551, 0.741252, 0.736294, 0.739905, 0.74242, 0.738253];0.7612868571428572;6.532975869387733e-05;0.8724801014259084;[0.755603, 0.755172, 0.753448, 0.763362, 0.772747, 0.755067, 0.773609]
238;7;60;8;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.516167375;4.172477348437514e-05;0.7184188543089022;[0.519212, 0.517734, 0.501478, 0.518719, 0.5133, 0.522425, 0.513553, 0.522918]
239;7;60;8;3;0.31791600000000003;1.0090876500000043e-05;0.5638314545353957;[0.316675, 0.316604, 0.323784, 0.321884, 0.314071, 0.314471, 0.318483, 0.317356];0.621359375;4.6184002734374884e-05;0.7882342234369589;[0.619704, 0.625616, 0.605419, 0.621182, 0.622167, 0.627403, 0.620503, 0.628881]
240;7;60;8;5;0.41287524999999997;5.485102437499947e-06;0.6425494260347312;[0.408883, 0.410854, 0.416133, 0.412895, 0.41205, 0.416104, 0.412021, 0.414062];0.65030575;9.166260668750005e-05;0.8063585352641296;[0.634975, 0.662562, 0.646305, 0.650246, 0.638916, 0.661902, 0.649088, 0.658452]
241;7;60;8;20;0.607712625;3.2248567343749707e-06;0.7795571820868984;[0.609629, 0.609277, 0.607095, 0.607236, 0.605547, 0.60487, 0.607827, 0.61022];0.705056875;3.353826610937511e-05;0.8396566778951327;[0.699015, 0.70197, 0.701478, 0.709852, 0.703941, 0.698866, 0.716609, 0.708724]
242;7;60;8;50;0.67375225;3.957282687500044e-06;0.8208217179858928;[0.670092, 0.677413, 0.674034, 0.673471, 0.674386, 0.672086, 0.673564, 0.674972];0.726982125;5.8881974359374916e-05;0.852597937497881;[0.719704, 0.729064, 0.709852, 0.734483, 0.733005, 0.728931, 0.729916, 0.730902]
243;7;60;8;100;0.713238875;4.615455859375064e-06;0.8445319766261906;[0.714155, 0.71317, 0.712255, 0.712677, 0.710143, 0.712838, 0.712486, 0.718187];0.7463815;5.517536124999953e-05;0.8639018026597409;[0.747783, 0.747783, 0.732512, 0.757635, 0.74532, 0.73928, 0.74618, 0.754559]
244;7;60;8;200;0.740187625;1.3073414843749642e-06;0.8603408148277726;[0.739495, 0.742169, 0.740269, 0.739776, 0.739213, 0.73902, 0.741976, 0.739583];0.761594625;7.683509923437523e-05;0.8726498667282117;[0.758621, 0.764532, 0.745813, 0.761084, 0.766502, 0.761459, 0.756037, 0.778709]
245;8;60;2;1;0.0;0.0;0.0;[0.0, 0.0];0.6068855;4.543292250000035e-06;0.7790256457317372;[0.604754, 0.609017]
246;8;60;2;3;0.3711275;3.974042249999926e-06;0.609199085650783;[0.373121, 0.369134];0.6867035;1.0526780249999893e-05;0.8286693992297229;[0.683459, 0.689948]
247;8;60;2;5;0.460984;4.536900000000798e-08;0.6789579918014074;[0.461197, 0.460771];0.7070885;1.1891902499999875e-06;0.8408848380187087;[0.705998, 0.708179]
248;8;60;2;20;0.63109;2.912760899999984e-05;0.7943933990102133;[0.636487, 0.625693];0.736281;1.1168964000000077e-05;0.8580616708815282;[0.739623, 0.732939]
249;8;60;2;50;0.6938475;8.883062500000241e-07;0.8329745564504056;[0.692905, 0.69479];0.74903;1.9980899999997783e-07;0.8654650773953851;[0.749477, 0.748583]
250;8;60;2;100;0.7272895;2.135982250000013e-06;0.8528114469317061;[0.728751, 0.725828];0.7630105;5.359224999999796e-08;0.8735046916918936;[0.762779, 0.763242]
251;8;60;2;200;0.74281;1.5413475999999883e-05;0.8618553164679092;[0.746736, 0.738884];0.7720020000000001;7.191040000000262e-07;0.878636034371457;[0.771154, 0.77285]
252;8;60;3;1;0.0;0.0;0.0;[0.0, 0.0, 0.0];0.558724;3.09960406666668e-05;0.747457693758873;[0.552743, 0.55728, 0.566149]
253;8;60;3;3;0.348494;5.556133999999968e-06;0.5903290979326701;[0.349593, 0.35067, 0.345219];0.6585580000000001;4.594959266666641e-05;0.811487554068042;[0.648993, 0.662786, 0.663895]
254;8;60;3;5;0.4387203333333333;4.713697555555513e-06;0.6623561124016126;[0.438008, 0.43649, 0.441663];0.6827003333333334;4.377823088888891e-05;0.8262303281182823;[0.675411, 0.681264, 0.691426]
255;8;60;3;20;0.6248076666666665;1.0027534222222192e-05;0.7904414204306631;[0.629157, 0.621709, 0.623557];0.721686;4.7006208000000006e-05;0.8494933747781674;[0.71199, 0.726534, 0.726534]
256;8;60;3;50;0.6855636666666666;7.273433555555498e-06;0.8279833290792219;[0.686345, 0.68194, 0.688406];0.737821;8.465664666666777e-06;0.8589601471170437;[0.737114, 0.741685, 0.734664]
257;8;60;3;100;0.7238716666666667;7.05751355555566e-06;0.8508023325973614;[0.727458, 0.721109, 0.723048];0.7528486666666666;3.5281175555556214e-06;0.8676664903919656;[0.750416, 0.753141, 0.754989]
258;8;60;3;200;0.7449653333333334;8.535840222222106e-06;0.8631087981784864;[0.747875, 0.74097, 0.746051];0.7668903333333333;7.458928222222283e-06;0.8757184903866717;[0.765564, 0.764412, 0.770695]
259;8;60;4;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0];0.54098625;3.2064001875000402e-06;0.7355154951459639;[0.54064, 0.540034, 0.543976, 0.539295]
260;8;60;4;3;0.33403125;4.291177168750007e-05;0.5779172416776579;[0.330952, 0.34316, 0.325505, 0.336508];0.6419907499999999;1.0179226187500104e-05;0.8012369005318043;[0.63867, 0.639813, 0.642523, 0.646957]
261;8;60;4;5;0.4300465;5.8063147500000145e-06;0.6557748803402353;[0.426049, 0.432501, 0.430695, 0.430941];0.6668105;9.369249249999976e-06;0.8165789188748078;[0.665517, 0.664696, 0.664942, 0.672087]
262;8;60;4;20;0.6168217500000001;4.568595187499999e-06;0.7853770950344888;[0.614519, 0.618, 0.615044, 0.619724];0.717005;3.7588808500000124e-05;0.846739281710433;[0.707143, 0.72136, 0.716679, 0.722838]
263;8;60;4;50;0.67890225;4.416147187500038e-06;0.8239525677202618;[0.681038, 0.677369, 0.676302, 0.6809];0.73831325;1.6799941687499947e-05;0.8592417878911107;[0.74532, 0.73491, 0.736635, 0.736388]
264;8;60;4;100;0.719981;3.3921845000000538e-06;0.848514942600011;[0.721031, 0.722368, 0.717606, 0.718919];0.7561739999999999;3.369449999999901e-06;0.8695807211236918;[0.757882, 0.75388, 0.754866, 0.758068]
265;8;60;4;200;0.74434925;1.7849806874999222e-06;0.8627557389083613;[0.742712, 0.744621, 0.743718, 0.746346];0.76331825;3.7735956875000555e-06;0.873678703188027;[0.7633, 0.761271, 0.766445, 0.762257]
266;8;60;5;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0];0.5362448000000001;3.847199495999996e-05;0.7322611064402097;[0.537562, 0.529865, 0.534031, 0.547582, 0.532184]
267;8;60;5;3;0.3265536;1.6135884639999933e-05;0.5714345667837745;[0.324043, 0.333436, 0.325481, 0.321709, 0.328099];0.6375566000000001;7.519259440000062e-06;0.7984667060939737;[0.633621, 0.6367, 0.641823, 0.636588, 0.639051]
268;8;60;5;5;0.42122919999999997;1.1855210959999928e-05;0.6490125921652368;[0.416352, 0.425745, 0.420554, 0.419092, 0.424403];0.6596046;4.651868640000093e-06;0.8121575882372584;[0.657635, 0.662562, 0.661842, 0.65753, 0.658454]
269;8;60;5;20;0.6116585999999999;5.1589058399999185e-06;0.7820827584687953;[0.613981, 0.610209, 0.614319, 0.608314, 0.61147];0.7120162000000001;3.656648695999999e-05;0.8437888560019267;[0.705049, 0.712131, 0.708962, 0.723129, 0.71081]
270;8;60;5;50;0.6786506;6.10112183999993e-06;0.8237988218480043;[0.67919, 0.675957, 0.681062, 0.675597, 0.681447];0.7327710000000001;3.777945520000025e-05;0.8559983764849091;[0.739224, 0.721675, 0.737604, 0.733292, 0.73206]
271;8;60;5;100;0.7178974;1.1417079040000056e-05;0.8472815251856729;[0.716221, 0.721457, 0.712317, 0.718399, 0.721093];0.7503856000000001;2.1835107039999846e-05;0.8662353980835464;[0.748768, 0.742303, 0.755467, 0.754235, 0.751155]
272;8;60;5;200;0.7423168;2.1901641600000367e-06;0.8615768159809315;[0.741858, 0.744399, 0.741955, 0.740031, 0.743341];0.7625188;4.60084073600004e-05;0.8731968802009316;[0.76016, 0.750308, 0.76563, 0.768402, 0.768094]
273;8;60;6;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.523742;3.2017044333333156e-05;0.7236780934612204;[0.526044, 0.513673, 0.519586, 0.526238, 0.531412, 0.525499]
274;8;60;6;3;0.3231385;1.1976681583333227e-05;0.5684421899528717;[0.321803, 0.325105, 0.329244, 0.317937, 0.32178, 0.322962];0.6296113333333334;3.0997101222222364e-05;0.7934609859546411;[0.630957, 0.619734, 0.626386, 0.633407, 0.629712, 0.637472]
275;8;60;6;5;0.41740466666666665;7.505051888888918e-06;0.6460628155332713;[0.41286, 0.418447, 0.417929, 0.415786, 0.417486, 0.42192];0.6542469999999999;9.118889333333387e-06;0.808849727150023;[0.648689, 0.658167, 0.65595, 0.652624, 0.65595, 0.654102]
276;8;60;6;20;0.6097063333333334;4.630408888888978e-06;0.7808339791046779;[0.612491, 0.608898, 0.60742, 0.606829, 0.611928, 0.610672];0.7100455;3.9253034583333245e-05;0.84261868420147;[0.703362, 0.702882, 0.72136, 0.708426, 0.711752, 0.712491]
277;8;60;6;50;0.6758513333333332;2.794837888888855e-06;0.8221000781507348;[0.675314, 0.679033, 0.675116, 0.673934, 0.674821, 0.67689];0.7292601666666666;2.403719313888889e-05;0.8539532361163155;[0.732545, 0.722838, 0.734664, 0.734664, 0.723947, 0.726903]
278;8;60;6;100;0.7172506666666667;8.661808888889146e-07;0.8469060163239943;[0.715817, 0.718055, 0.717168, 0.717833, 0.716281, 0.71835];0.7503233333333333;4.2284375222222214e-05;0.8661876522775599;[0.749169, 0.739098, 0.759793, 0.750554, 0.747598, 0.755728]
279;8;60;6;200;0.740186;1.7313346666666279e-06;0.8603396240237534;[0.741463, 0.741852, 0.739265, 0.741039, 0.738379, 0.739118];0.7609783333333334;6.82003132222221e-05;0.8723016296099138;[0.75471, 0.76238, 0.763119, 0.766075, 0.746859, 0.772727]
280;8;60;7;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5232501428571429;2.4269050693877492e-05;0.7233435378894658;[0.519828, 0.522414, 0.523707, 0.51681, 0.533851, 0.521777, 0.524364]
281;8;60;7;3;0.3202254285714286;8.455113102040796e-06;0.5658771717063046;[0.319178, 0.322699, 0.322986, 0.32234, 0.314269, 0.321526, 0.31858];0.6262244285714286;2.6505552816326564e-05;0.7913266853952369;[0.62069, 0.633621, 0.622414, 0.625, 0.632169, 0.620095, 0.629582]
282;8;60;7;5;0.4143211428571429;4.617537551020423e-06;0.6436742385085734;[0.410864, 0.413379, 0.415391, 0.415248, 0.414715, 0.412559, 0.418092];0.6525838571428572;8.899408212244872e-05;0.8077715413783372;[0.637931, 0.668103, 0.656466, 0.646552, 0.661492, 0.650712, 0.646831]
283;8;60;7;20;0.608723;5.74462485714278e-06;0.7802033423250267;[0.611626, 0.609255, 0.605878, 0.610189, 0.604469, 0.609211, 0.610433];0.7072744285714287;5.0151686530612526e-05;0.840966275711992;[0.7, 0.701724, 0.707328, 0.705603, 0.723157, 0.708926, 0.704183]
284;8;60;7;50;0.6744165714285714;1.160405595918365e-05;0.8212216310915172;[0.67184, 0.678882, 0.670188, 0.677445, 0.670211, 0.67754, 0.67481];0.7320935714285713;2.240175538775503e-05;0.8556115764020398;[0.727155, 0.731466, 0.731897, 0.736207, 0.740405, 0.732212, 0.725313]
285;8;60;7;100;0.714387;4.5332822857142905e-06;0.8452114923010183;[0.713947, 0.714594, 0.71366, 0.712007, 0.712602, 0.71483, 0.719069];0.7499538571428571;1.8631401265306103e-05;0.8659880055414115;[0.754741, 0.750862, 0.744828, 0.749138, 0.756792, 0.744286, 0.74903]
286;8;60;7;200;0.7401410000000002;5.309021714285638e-06;0.8603113918682501;[0.739312, 0.743551, 0.741252, 0.736294, 0.739905, 0.74242, 0.738253];0.7612868571428572;6.532975869387733e-05;0.8724801014259084;[0.755603, 0.755172, 0.753448, 0.763362, 0.772747, 0.755067, 0.773609]
287;8;60;8;1;0.0;0.0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.516167375;4.172477348437514e-05;0.7184188543089022;[0.519212, 0.517734, 0.501478, 0.518719, 0.5133, 0.522425, 0.513553, 0.522918]
288;8;60;8;3;0.31791600000000003;1.0090876500000043e-05;0.5638314545353957;[0.316675, 0.316604, 0.323784, 0.321884, 0.314071, 0.314471, 0.318483, 0.317356];0.621359375;4.6184002734374884e-05;0.7882342234369589;[0.619704, 0.625616, 0.605419, 0.621182, 0.622167, 0.627403, 0.620503, 0.628881]
289;8;60;8;5;0.41287524999999997;5.485102437499947e-06;0.6425494260347312;[0.408883, 0.410854, 0.416133, 0.412895, 0.41205, 0.416104, 0.412021, 0.414062];0.65030575;9.166260668750005e-05;0.8063585352641296;[0.634975, 0.662562, 0.646305, 0.650246, 0.638916, 0.661902, 0.649088, 0.658452]
290;8;60;8;20;0.607712625;3.2248567343749707e-06;0.7795571820868984;[0.609629, 0.609277, 0.607095, 0.607236, 0.605547, 0.60487, 0.607827, 0.61022];0.705056875;3.353826610937511e-05;0.8396566778951327;[0.699015, 0.70197, 0.701478, 0.709852, 0.703941, 0.698866, 0.716609, 0.708724]
291;8;60;8;50;0.67375225;3.957282687500044e-06;0.8208217179858928;[0.670092, 0.677413, 0.674034, 0.673471, 0.674386, 0.672086, 0.673564, 0.674972];0.726982125;5.8881974359374916e-05;0.852597937497881;[0.719704, 0.729064, 0.709852, 0.734483, 0.733005, 0.728931, 0.729916, 0.730902]
292;8;60;8;100;0.713238875;4.615455859375064e-06;0.8445319766261906;[0.714155, 0.71317, 0.712255, 0.712677, 0.710143, 0.712838, 0.712486, 0.718187];0.7463815;5.517536124999953e-05;0.8639018026597409;[0.747783, 0.747783, 0.732512, 0.757635, 0.74532, 0.73928, 0.74618, 0.754559]
293;8;60;8;200;0.740187625;1.3073414843749642e-06;0.8603408148277726;[0.739495, 0.742169, 0.740269, 0.739776, 0.739213, 0.73902, 0.741976, 0.739583];0.761594625;7.683509923437523e-05;0.8726498667282117;[0.758621, 0.764532, 0.745813, 0.761084, 0.766502, 0.761459, 0.756037, 0.778709]
